amfi_code,scheme_name,category,cagr_3yr,sharpe_ratio,alpha,expense_ratio_pct,max_drawdown,composite_score
120505,ICICI Pru Midcap Fund - Regular - Growth,Equity,0.317775371512347,1.2949655713275463,0.2981443946360051,1.36,-0.1818851357211629,85.0
119094,Axis Midcap Fund - Regular - Growth,Equity,0.3511180209642852,1.060228007480078,0.2594949400410234,1.38,-0.2096088386203919,80.74999999999999
148567,Mirae Asset Large Cap Fund - Regular - Growth,Equity,0.3400091602163293,1.6353719361198418,0.2677212170033785,1.46,-0.1126572907502827,80.0
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,Equity,0.3244245942195611,1.1828550287382271,0.2637421064185406,1.38,-0.1621720857464484,79.5
120843,Kotak Flexicap Fund - Regular - Growth,Equity,0.2958277033726251,1.4570634576376886,0.2720365597758032,1.45,-0.1297396816518679,78.25000000000001
120504,ICICI Pru Bluechip Fund - Direct - Growth,Equity,0.3248742855621496,1.1050041808969495,0.2223976865248979,0.8,-0.1258827560692251,76.75
119598,SBI Small Cap Fund - Regular Plan - Growth,Equity,0.2666992200118774,0.978325304474797,0.3151108644721453,1.43,-0.2870600572176455,74.5
149324,DSP Small Cap Fund - Regular - Growth,Equity,0.2700042661451924,0.9849260824302772,0.2934532052078788,1.52,-0.3117190030063421,74.43749999999999
148569,Mirae Asset Tax Saver Fund - Regular - Growth,Equity,0.2917890157839378,1.36602953521473,0.2831148218509518,1.6,-0.1639674294693263,73.9375
119551,SBI Bluechip Fund - Regular Plan - Growth,Equity,0.3045652442030289,1.3297419635589924,0.2377399353955666,1.54,-0.1501238549864533,73.06250000000001
149323,DSP Midcap Fund - Regular - Growth,Equity,0.268699908289022,1.2330356029586047,0.2684626530458333,1.61,-0.1724810575345138,68.5
118632,Nippon India Large Cap Fund - Regular - Growth,Equity,0.2265235983009863,1.1728444080748388,0.216045294577104,1.51,-0.1741407508665723,66.8125
101206,ABSL Frontline Equity Fund - Regular - Growth,Equity,0.2896769452874166,1.1054744637133394,0.2189849873045256,1.6,-0.1129159632932307,62.43749999999999
118633,Nippon India Large Cap Fund - Direct - Growth,Equity,0.2108997654925684,0.6534702753345542,0.1582319581480007,0.72,-0.1862974313859551,61.31249999999999
119552,SBI Bluechip Fund - Direct Plan - Growth,Equity,0.1626737229462491,1.0170510433587854,0.207396358370624,0.66,-0.1180349350276429,61.25000000000001
125497,HDFC Top 100 Fund - Direct Plan - Growth,Equity,0.1843448861052017,0.802823159248561,0.188349941347337,0.92,-0.1520001305560639,57.37500000000001
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Equity,0.1474803553358601,0.9804334435503907,0.2111019789498633,1.52,-0.1527259422823477,53.31250000000001
118635,Nippon India ETF Nifty 50 BeES,Equity,0.2000820838047148,0.6810966925984828,0.1515043997331133,0.89,-0.1165062450540909,53.125000000000014
120506,ICICI Pru Value Discovery Fund - Regular - Growth,Equity,0.1842199653744454,0.6515870573166731,0.1587025349795075,1.41,-0.1982565826298267,52.625
119093,Axis Bluechip Fund - Direct - Growth,Equity,0.2081677117553586,0.0789255058630347,0.078844150579447,0.75,-0.2175139637014822,52.37499999999999
102887,UTI Flexi Cap Fund - Regular - Growth,Equity,0.2555618790412652,0.6149320666825618,0.1608605610027333,1.64,-0.2153982711238322,50.81249999999999
120503,ICICI Pru Bluechip Fund - Regular - Growth,Equity,0.1397838193370304,0.8321379069896668,0.1714276961943048,1.42,-0.1389786282306163,48.75
102885,UTI Nifty 50 Index Fund - Regular - Growth,Equity,0.1966726206830185,0.8587848531239852,0.1718219803462218,1.57,-0.1085986215250232,48.125
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,Equity,0.1124522286662141,0.2383857977103336,0.1199329546681281,0.78,-0.2111727956013211,45.75
118634,Nippon India Small Cap Fund - Regular - Growth,Equity,0.0800792772865608,0.3661403749989948,0.1781774076331073,1.53,-0.2334488614483311,44.5625
120507,ICICI Pru Liquid Fund - Regular - Growth,Debt,0.0739428630036007,0.949499159108782,0.0674801112702904,0.74,-0.0009773140045925,43.125
149322,DSP Top 100 Equity Fund - Regular - Growth,Equity,0.1804420648663613,0.4446857642436363,0.1369176873510548,1.54,-0.1484457691777174,41.43750000000001
120841,Kotak Bluechip Fund - Regular - Growth,Equity,0.1726727508371786,0.4839868966595874,0.136669443290704,1.59,-0.1757361416468729,41.125
120844,Kotak Liquid Fund - Regular - Growth,Debt,0.0669597162458699,0.309806923830979,0.064786279417482,0.6,-0.0011629327956168,36.74999999999999
120842,Kotak Emerging Equity Fund - Regular - Growth,Equity,0.0775600355132728,-0.0026009874086753,0.0801717805819625,1.56,-0.2400351132627488,33.75
119599,SBI Small Cap Fund - Direct Plan - Growth,Equity,-0.0133738661448811,-0.1811601238727707,0.0477843559081995,0.72,-0.5257422117012851,32.56250000000001
101207,ABSL Small Cap Fund - Regular - Growth,Equity,-0.0415238104485448,0.0443169411544999,0.1196928085913732,1.53,-0.3544691649336603,29.562500000000004
119095,Axis Small Cap Fund - Regular - Growth,Equity,-0.1170580672399527,-0.2008050016825336,0.0578946407240237,1.38,-0.5167775370852656,27.375
118636,Nippon India Gilt Securities Fund - Regular - Growth,Debt,0.0406220502377714,-0.3459296022975301,0.0509825447193827,0.55,-0.083163617636387,26.875000000000004
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,Debt,0.0584035879846309,-0.208671083919109,0.055753059429118,0.77,-0.0432872892397009,26.75
101208,ABSL Liquid Fund - Regular - Growth,Debt,0.063157844913755,-0.4575618978057278,0.0606866608508929,0.79,-0.0016224980244717,24.75
100025,HDFC Short Term Debt Fund - Regular - Growth,Debt,0.0391638995710403,-0.5646673408633963,0.0442137332100833,0.56,-0.0430826382463634,23.0
102886,UTI Mid Cap Fund - Regular - Growth,Equity,-0.0076740631785472,-0.296149208789148,0.0310522256840341,1.51,-0.2800112356639287,20.937499999999996
100016,HDFC Top 100 Fund - Regular Plan - Growth,Equity,0.0129264934249562,-0.2721140649836499,0.0330573989674071,1.55,-0.247344408806733,20.5
119092,Axis Bluechip Fund - Regular - Growth,Equity,0.0052588712097574,-0.0263355637376307,0.0626660778921816,1.64,-0.1440161790933726,18.1875
